publication_uniqueID,articletype,count_authors,Publication Date,Category Normalized Citation Impact
Pub42455,Article,10,2014,2.1211
Pub29627,Article,10,2014,0.8579
Pub76671,Article,6,2013,0.9457
Pub50005,Article,10,2015,1.2232
Pub48056,Article,6,2008,0.3133
Pub97093,Article,3,2001,0.225
Pub47879,Article,5,2013,1.405
Pub73834,Article,5,1997,0.2447
Pub43607,Article,5,2003,0.287
Pub14605,Article,4,2003,0.2551
Pub67418,Letter,2,2002,13.6806
Pub98748,Article,10,2015,1.6921
Pub27336,Article,4,2008,0.8493
Pub67970,Article,9,2011,0.3542
Pub12412,Article,14,2016,6.9456
Pub20463,Article,2,2010,0.491
Pub39912,Article,2,2010,0.4919
Pub58870,Article,2,2011,0.9256
Pub82961,Article,5,1998,0.3202
Pub10018,Article,4,2012,0.8654
Pub01083,Article,1,1997,0.2909
Pub79646,Article,4,2012,0.8401
Pub19776,Article,2,2010,0.5885
Pub44251,Article,3,2004,0.3436
Pub31080,Article,3,2008,0.442
Pub62847,Article,4,2001,0.4505
Pub24273,Review,4,2011,0.3512
Pub44472,Article,11,2011,1.0112
Pub84333,Article,11,2013,0.6727
Pub80394,Article,15,2015,1.3574
Pub40800,Article,4,2006,0.2604
Pub53214,Article,11,2008,0.4493
Pub62839,Article,12,2010,0.5182
Pub82533,Article,5,2003,0.2784
Pub13918,Article,3,2008,0.4792
Pub80793,Review,3,2011,0.5053
Pub28957,Article,7,2008,0.3181
Pub20936,Article,4,2002,0.2705
Pub40903,Article,6,2008,0.5567
Pub99829,Article,5,2009,0.4096
Pub61092,Review,4,2015,1.0066
Pub47249,Article,9,2004,0.2511
Pub70164,Article,11,2015,1.8801
Pub85492,Review,3,2002,0.1443
Pub65133,Article,12,2015,2.0957
Pub93317,Article,6,2008,0.3619
Pub80126,Article,9,2014,0.9492
Pub65173,Article,5,2005,0.679
Pub84442,Article,11,2010,0.3023
Pub26765,Article,6,2008,0.3578
Pub67026,Article,4,2012,0.5173
Pub00203,Article,8,2015,3.9241
Pub51031,Article,10,2016,4.7203
Pub99337,Article,7,2015,2.9052
Pub16158,Review,2,2006,0.1544
Pub32631,Editorial Material,1,2006,1.8583
Pub50853,Article,2,2010,0.4868
Pub95689,Article,4,2002,0.4451
Pub84606,Article,3,2013,0.5446
Pub55189,Article,4,2010,0.3716
Pub94690,Article,5,2014,0.6655
Pub98653,Article,30,2004,0.2062
Pub26642,Article,8,1999,0.2355
Pub91814,Article,7,2003,0.2344
Pub33705,Article,8,2013,0.5066
Pub36857,Article,7,2012,0.8832
Pub69263,Article,10,2012,0.6694
Pub02546,Article,5,1997,0.5561
Pub37644,Article,5,1996,0.2483
Pub32736,Article,6,2014,1.3795
Pub76893,Article,13,2014,1.0735
Pub65568,Article,7,2005,0.3725
Pub70906,Article,6,2000,0.2569
Pub75952,Article,4,2012,1.4562
Pub88157,Article,5,2010,1.0003
Pub37969,Article,6,2011,0.4065
Pub60640,Article,9,2012,0.639
Pub14541,Article,12,2012,0.663
Pub94664,Article,3,2004,0.3043
Pub20935,Article,5,2008,0.4514
Pub28452,Article,2,2003,0.1871
Pub90745,Article,4,2011,0.5195
Pub25921,Article,6,2004,0.5856
Pub08262,Article,4,1994,0.6537
Pub42440,Article,5,2014,1.1962
Pub39145,Article,2,2005,0.5654
Pub07147,Article,7,1997,0.2304
Pub02317,Editorial Material,2,2002,0.6974
Pub99591,Article,7,2013,0.9332
Pub52421,Article,5,2012,0.5253
Pub16740,Article,5,1999,0.2983
Pub00459,Review,4,2013,0.348
Pub31672,Article,11,2015,0.9805
Pub96818,Review,2,2009,0.1735
Pub70189,Review,4,2014,0.7461
Pub38797,Article,6,2008,0.3789
Pub17914,Article,5,2008,0.3999
Pub21864,Article,4,2015,1.4416
Pub35323,Article,3,2002,0.1887
Pub72744,Article,6,2007,0.5315
Pub20906,Article,5,2008,0.3911
Pub05445,Article,3,2004,0.3206
Pub96462,Article,15,2015,1.6137
Pub32117,Article,2,2008,0.3725
Pub44971,Article,5,2013,0.7924
Pub11447,Article,3,1996,0.2152
Pub38635,Article,3,2012,0.5173
Pub71001,Article,5,2004,0.5554
Pub24987,Article,13,2015,1.0857
Pub90941,Article,9,2013,0.9177
Pub15454,Article,6,2013,1.8793
Pub05956,Note,2,1995,0.5653
Pub78341,Article,4,2008,0.2213
Pub90848,Article,6,2012,0.8216
Pub73465,Article,4,2009,0.4464
Pub07613,Article,4,2003,0.3721
Pub69317,Article,11,2015,1.9245
Pub67530,Article,8,2004,0.2562
Pub90372,Article,5,2003,0.4387
Pub31333,Review,2,2012,0.2088
Pub65887,Article,2,2008,0.3499
Pub55870,Article,8,2011,1.133
Pub70812,Letter,5,2004,0.951
Pub00403,Article,3,2010,0.3539
Pub69214,Article,3,2001,0.2282
Pub48359,Article,9,2016,1.8254
Pub49629,Article,3,2005,0.3049
Pub11815,Article,8,2009,0.4113
Pub54028,Article,4,2006,0.3425
Pub22981,Article,3,2006,0.2964
Pub14539,Article,5,2014,2.9599
Pub69793,Article,6,2007,0.4013
Pub53757,Article,7,2009,0.408
Pub94987,Article,9,2001,0.318
Pub15876,Article,11,2012,0.9128
Pub96030,Article,9,2015,8.0842
Pub80706,Article,3,2002,0.2368
Pub76592,Article,8,2012,0.645
Pub41185,Article,2,2009,0.2759
Pub98632,Article,5,2012,1.2982
Pub84169,Review,3,2013,0.7652
Pub86217,Article,5,2015,1.0646
Pub08244,Article,5,1997,0.289
Pub11569,Article,7,2010,0.4431
Pub69232,Article,2,2012,0.5745
Pub68094,Review,3,2006,0.1663
Pub90270,Article,5,1998,0.2582
Pub10729,Article,2,2011,0.6875
Pub18032,Article,3,2012,0.6998
Pub79514,Article,4,2001,0.1879
Pub34067,Editorial Material,2,2007,0.9854
Pub74769,Article,5,2004,0.2336
Pub25045,Article,6,2013,0.5126
Pub29559,Article,5,2010,0.4717
Pub19842,Article,2,2001,0.302
Pub78236,Article,5,2006,0.3501
Pub97784,Article,8,2015,1.9987
Pub11270,Article,2,2014,0.8566
Pub27180,Article,7,2015,1.8785
Pub81132,Article,7,2006,0.3118
Pub55706,Article,14,2008,0.4229
Pub35406,Article,6,1997,0.8846
Pub41377,Article,10,1995,0.3962
Pub87000,Article,9,2014,1.1118
Pub08365,Article,3,2003,0.3099
Pub95440,Article,9,2014,1.2026
Pub08602,Article,9,2013,1.5377
Pub39319,Article,4,2008,0.434
Pub12830,Article,21,2015,1.5573
Pub27947,Review,3,1996,0.1859
Pub09581,Article,6,2015,3.3397
Pub73485,Article,8,2012,0.5639
Pub46887,Article,13,2014,1.5069
Pub36945,Article,7,2008,0.4907
Pub00025,Article,8,2012,0.567
Pub46608,Article,23,2014,1.2868
Pub47277,Review,3,1999,0.1314
Pub78357,Article,11,2016,2.6121
Pub17000,Review,4,2009,0.1646
Pub27402,Article,2,2015,2.7701
Pub87898,Article,3,2001,0.202
Pub61629,Review,2,2014,0.3829
Pub08045,Article,7,2013,0.7199
Pub61150,Article,7,2007,0.461
Pub05780,Article,3,2001,0.21
Pub76567,Article,3,1995,0.2797
Pub00889,Article,5,2001,0.4077
Pub46850,Article,6,2008,0.3761
Pub78005,Article,4,2012,0.5745
Pub50155,Article,4,1994,0.3034
Pub77958,Article,5,2008,0.2529
Pub25732,Article,8,2015,1.2421
Pub02744,Review,4,2015,0.8966
Pub32882,Article,4,2013,1.1054
Pub64748,Article,9,2006,0.407
Pub45506,Article,4,2012,0.5564
Pub16418,Article,11,2008,0.3643
Pub17986,Article,5,2012,0.6998
Pub34648,Article,11,2015,2.4138
Pub17969,Article,13,2015,0.9936
Pub46960,Article,8,2015,0.6978
Pub83000,Article,12,2016,3.2045
Pub39938,Article,6,2011,0.4352
Pub10635,Article,5,2000,0.1691
Pub31694,Article,5,2012,0.639
Pub39568,Review,2,2007,0.1146
Pub08870,Article,5,2014,0.7581
Pub89259,Article,4,2007,0.2633
Pub04452,Article,4,2002,2.105
Pub74677,Article,12,2016,1.9255
Pub13873,Article,4,2013,0.7047
Pub21585,Letter,6,2006,1.1367
Pub17136,Article,3,1994,0.5562
Pub51504,Article,9,2010,0.6704
Pub88430,Article,9,2010,0.4555
Pub19251,Article,5,1995,0.4558
Pub77734,Article,2,2016,2.6521
Pub70832,Article,5,2011,0.6727
Pub28100,Article,3,1997,0.774
Pub58906,Article,10,2013,0.5126
Pub38067,Article,5,2010,0.4664
Pub14121,Review,2,2015,0.5958
Pub57476,Article,8,2012,0.634
Pub95265,Article,9,2011,0.6774
Pub61332,Article,9,2013,0.7883
Pub57234,Article,5,1998,0.3875
Pub58838,Article,5,2010,0.3724
Pub58458,Article,3,1994,0.3641
Pub84141,Article,3,1995,0.2674
Pub38389,Article,9,2006,0.2418
Pub31682,Article,5,2014,0.5657
Pub16555,Review,2,2007,0.1314
Pub37584,Article,14,2013,0.4805
Pub02164,Article,3,1997,0.2089
Pub21768,Article,4,2002,0.2783
Pub44619,Article,5,2008,0.3578
Pub00577,Editorial Material,2,2007,1.11
Pub09054,Article,8,2014,0.7668
Pub84894,Article,27,2016,1.9876
Pub59046,Article,2,2003,0.2138
Pub81747,Article,9,2011,2.9807
Pub84770,Article,5,2009,0.3837
Pub39832,Article,5,2001,0.2486
Pub43703,Article,3,1999,0.4295
Pub60689,Article,5,1996,0.2748
Pub39514,Article,2,2011,0.4374
Pub89084,Review,5,2013,0.6173
Pub29971,Article,9,2014,1.1563
Pub77294,Article,7,2015,1.9621
Pub41203,Article,8,2013,0.8534
Pub98047,Article,9,2016,2.8871
Pub25266,Proceedings Paper,2,1994,38.3
Pub37535,Article,12,2016,2.5722
Pub85241,Article,5,2015,1.4047
Pub10988,Article,12,2016,1.8491
Pub32069,Article,2,2003,0.3541
Pub84991,Article,8,2016,1.8659
Pub37204,Article,4,2011,0.3213
Pub40751,Article,9,2014,0.7604
Pub31577,Article,6,2014,0.6889
Pub19323,Article,5,2014,0.8004
Pub98188,Article,4,2006,0.2792
Pub73567,Article,3,2004,0.3199
Pub52144,Article,3,2011,0.3333
Pub45608,Article,5,2014,0.6338
Pub72083,Article,3,2015,1.2846
Pub40826,Article,7,2011,0.5
Pub50356,Article,7,2010,0.4265
Pub61251,Article,6,2012,0.9957
Pub69710,Article,3,2009,0.479
Pub16330,Article,6,1996,0.2935
Pub80521,Article,4,2011,0.4089
Pub70070,Article,13,2014,1.0351
Pub45205,Article,5,2004,0.1976
Pub17788,Article,7,2010,0.2812
Pub37267,Article,8,2007,0.2957
Pub42211,Article,3,2002,0.2344
Pub77821,Article,4,2014,6.7796
Pub81187,Article,7,2000,0.1814
Pub43138,Article,5,2015,1.85
Pub33798,Article,2,2006,0.3129
Pub59392,Article,6,2009,0.365
Pub66729,Article,3,2010,0.3476
Pub04954,Article,12,2014,0.5804
Pub95385,Article,13,2016,3.1234
Pub70985,Article,2,2014,0.6811
Pub72348,Review,3,2013,0.3077
Pub93209,Article,18,2004,0.1915
Pub21770,Article,10,2014,1.717
Pub91560,Article,4,2006,0.2418
Pub95968,Article,23,2015,2.218
Pub18860,Article,13,2014,0.8579
Pub82434,Article,11,2016,3.4121
Pub44589,Article,5,2009,0.275
Pub59863,Article,8,2009,0.4055
Pub49476,Article,3,1998,0.2201
Pub86336,Article,4,2007,0.3006
Pub74226,Article,8,2009,0.3014
Pub83824,Article,8,2008,0.3087
Pub74406,Article,5,1999,0.1727
Pub47115,Review,5,2003,0.2341
Pub30484,Article,12,2008,0.2947
Pub65017,Article,9,2014,0.7409
Pub46057,Article,3,1999,0.4891
Pub29088,Article,5,2010,0.4451
Pub26598,Article,6,2008,0.3457
Pub38034,Article,6,2016,2.6056
Pub80198,Article,7,2015,0.9227
Pub35875,Article,6,2006,0.2592
Pub70587,Article,6,2014,0.9749
Pub77799,Review,3,2013,0.3538
Pub47571,Article,10,2013,0.4995
Pub91217,Editorial Material,3,2002,0.4957
Pub78771,Article,3,2001,0.165
Pub97254,Article,3,1999,0.2355
Pub35350,Article,7,2008,0.2947
Pub10209,Article,10,2014,1.185
Pub04126,Article,13,2016,2.7178
Pub01546,Article,9,2013,0.5766
Pub38146,Article,5,1999,0.2041
Pub76874,Article,10,2015,2.0181
Pub16470,Article,4,2015,1.2602
Pub47174,Article,4,2005,0.2591
Pub20808,Editorial Material,4,2003,0.7581
Pub98170,Article,3,2004,0.4431
Pub78470,Article,69,2016,2.7297
Pub04095,Review,2,2013,0.2058
Pub77728,Article,3,2002,0.1597
Pub51155,Article,3,2001,0.1709
Pub16874,Article,2,2000,0.8525
Pub52041,Article,3,2014,2.5358
Pub24778,Article,3,2013,0.6308
Pub72652,Article,12,2014,1.3648
Pub02435,Editorial Material,2,2013,2.4245
Pub61106,Article,5,2014,0.9749
Pub18534,Article,5,2013,0.4805
Pub82791,Article,1,2012,0.3735
Pub19145,Article,5,2012,0.962
Pub44059,Article,2,2008,0.2526
Pub52602,Article,4,2001,0.3147
Pub34373,Article,4,2014,1.7593
Pub79634,Article,18,2015,2.5297
Pub56205,Article,7,2012,0.4475
Pub51553,Review,4,2011,0.2499
Pub42595,Article,7,2015,1.2145
Pub57202,Article,2,2005,0.2686
Pub33459,Article,4,2011,0.3523
Pub64561,Article,4,1996,0.1655
Pub56424,Article,9,2015,1.9103
Pub66497,Article,3,2009,0.3204
Pub13743,Article,2,1998,0.1729
Pub47711,Article,5,1996,0.1479
Pub63404,Article,21,2014,0.8579
Pub48269,Article,4,1997,0.212
Pub32143,Article,10,2016,3.2702
Pub50712,Article,9,2014,0.6239
Pub45291,Article,3,2015,1.0972
Pub49593,Article,7,2010,0.3498
Pub65679,Article,4,2009,0.2327
Pub41887,Article,18,2012,0.8118
Pub49657,Review,6,2015,0.8297
Pub12333,Article,6,2011,0.3247
Pub65370,Article,5,2013,0.4805
Pub13444,Review,2,2013,0.3644
Pub04026,Article,31,2014,1.1885
Pub22947,Article,30,2004,0.1767
Pub28708,Article,127,2012,0.5348
Pub50923,Review,3,2015,1.0554
Pub46937,Article,8,2016,2.6772
Pub42419,Article,7,2009,0.312
Pub13540,Article,6,2014,0.6677
Pub13456,Review,2,2007,0.0804
Pub15600,Article,4,1997,0.1536
Pub39432,Article,7,2000,0.262
Pub10486,Article,5,2011,0.3794
Pub52022,Article,2,2013,0.4079
Pub11061,Article,18,2015,0.8378
Pub34747,Article,7,2009,0.3014
Pub86159,Article,8,2013,0.3524
Pub56046,Article,2,2001,0.1662
Pub73701,Article,3,2013,0.4148
Pub92021,Article,3,2012,0.4327
Pub94329,Review,3,2007,0.122
Pub16434,Article,4,2008,0.2543
Pub83822,Article,8,2015,1.2145
Pub54285,Article,4,2000,0.2433
Pub66376,Article,6,2014,0.6062
Pub35947,Article,2,1999,0.3319
Pub93468,Review,4,1997,0.0757
Pub68587,Article,32,2017,10.8454
Pub37097,Article,5,2014,0.5236
Pub34923,Article,5,2015,1.0033
Pub46210,Article,7,2002,0.184
Pub70586,Article,7,2014,0.8579
Pub56127,Article,6,2015,1.4623
Pub22255,Article,4,2015,1.7474
Pub19618,Article,64,2016,5.0356
Pub73126,Article,3,2008,0.3578
Pub50308,Article,7,2015,1.3979
Pub74077,Article,9,2012,0.426
Pub73029,Article,5,2011,0.4089
Pub06515,Article,5,2001,0.2574
Pub98541,Article,8,2015,0.8737
Pub69182,Article,6,2011,0.4582
Pub20508,Article,3,2006,0.2232
Pub80327,Article,11,2016,1.7681
Pub73978,Article,6,2016,0.933
Pub93976,Article,2,1999,0.1884
Pub12188,Article,3,2006,0.4705
Pub71783,Article,4,1997,0.4192
Pub18944,Review,2,2013,0.3357
Pub17737,Article,7,2015,1.2687
Pub57230,Article,3,1997,0.169
Pub31385,Article,6,2015,0.8246
Pub56022,Article,11,2009,0.3204
Pub09052,Article,5,2015,0.6978
Pub45413,Article,11,2014,1.0846
Pub27849,Article,17,2016,2.0979
Pub47334,Review,2,2011,0.2222
Pub45994,Article,3,2004,0.1731
Pub74857,Article,3,2010,0.6859
Pub55218,Article,9,2008,0.421
Pub40134,Article,3,2007,0.2305
Pub77266,Article,4,1998,0.2184
Pub29933,Article,9,2014,0.6547
Pub89876,Article,9,2005,0.2138
Pub91220,Article,8,2013,0.6
Pub32835,Article,5,2014,0.6677
Pub89336,Article,7,2013,0.3452
Pub91129,Article,3,2013,0.6243
Pub31217,Article,6,2012,0.3043
Pub77751,Article,8,2009,0.3422
Pub79369,Article,3,2004,0.1441
Pub42937,Article,1,2007,0.1729
Pub48762,Article,3,2009,0.265
Pub38815,Article,8,2015,1.4416
Pub31330,Article,3,1997,0.1382
Pub28854,Article,5,2005,0.32
Pub61952,Article,3,2006,0.3257
Pub74355,Article,7,2016,2.3859
Pub97420,Article,9,2007,0.2876
Pub59068,Review,2,2016,2.3974
Pub78225,Article,4,2001,0.3462
Pub71656,Editorial Material,1,1997,1.3988
Pub21130,Article,6,2015,1.2126
Pub02086,Article,3,2004,0.5027
Pub16288,Article,2,2013,0.5328
Pub95204,Article,67,2016,2.3263
Pub92113,Review,2,2014,0.3624
Pub29402,Article,2,2015,1.4438
Pub00160,Article,3,1997,0.1382
Pub07361,Article,9,2016,0.8924
Pub88881,Article,11,2014,1.3147
Pub18761,Article,7,2011,0.3794
Pub24073,Article,8,2013,0.7487
Pub85905,Review,5,2012,0.2221
Pub70072,Article,3,2014,0.5511
Pub53015,Proceedings Paper,7,1994,4.7048
Pub36605,Proceedings Paper,3,1999,0.4815
Pub43831,Article,17,2017,14.9781
Pub25018,Article,4,2007,0.2308
Pub79734,Article,6,2013,0.4168
Pub90111,Article,10,2016,4.0595
Pub49321,Article,4,1997,0.2104
Pub37331,Review,2,1998,0.1188
Pub07113,Review,8,2000,0.067
Pub65199,Article,6,2009,0.2474
Pub18076,Article,6,2011,0.4065
Pub85140,Review,3,2002,0.6085
Pub28364,Article,6,2014,1.0533
Pub92790,Article,3,2011,0.3008
Pub43913,Article,14,2015,0.9198
Pub10653,Article,4,2015,1.2533
Pub29473,Review,2,2013,0.2213
Pub02867,Article,5,1994,0.24
Pub74113,Article,4,2014,1.4329
Pub54118,Review,3,2014,0.3483
Pub03913,Article,8,2007,0.2497
Pub59067,Article,3,1997,0.1562
Pub69904,Article,13,2015,1.2687
Pub13681,Article,9,2007,0.3137
Pub75638,Article,5,2011,0.2864
Pub29002,Article,5,2009,0.2466
Pub09763,Article,9,2016,2.4672
Pub17677,Article,10,2016,1.4889
Pub06472,Note,3,1993,0.2266
Pub14688,Article,3,2005,0.1862
Pub39492,Article,8,2011,0.2921
Pub69570,Article,6,2012,0.6707
Pub99352,Article,3,2005,0.4365
Pub40151,Article,13,2016,2.0472
Pub04134,Article,18,2014,0.8419
Pub34084,Article,8,2007,0.1814
Pub17632,Article,6,2008,0.2714
Pub67087,Article,12,2016,1.7381
Pub67744,Article,8,2015,0.7863
Pub06907,Article,7,2008,0.2036
Pub17921,Article,8,2008,0.2612
Pub81658,Article,8,2013,0.5126
Pub72053,Article,2,2015,0.7917
Pub02959,Article,9,2016,1.5223
Pub49170,Article,3,2004,0.3095
Pub92390,Article,5,2009,0.3932
Pub16060,Article,9,2016,3.1212
Pub63612,Article,9,2016,1.6798
Pub60354,Article,7,2013,0.3567
Pub31303,Article,13,2009,0.2737
Pub65878,Article,6,2008,0.2488
Pub82495,Article,4,2005,0.1734
Pub52081,Article,7,2004,0.1762
Pub88002,Article,9,2009,0.5151
Pub17803,Article,8,2009,0.5943
Pub47148,Review,4,2007,0.1334
Pub27063,Article,6,2013,0.6821
Pub43097,Article,7,2013,0.3456
Pub06474,Article,4,2013,0.6903
Pub13923,Article,4,2014,0.4984
Pub48835,Article,10,2013,0.4485
Pub74687,Article,4,2009,0.2965
Pub93973,Article,4,2007,0.1921
Pub35091,Review,13,1999,0.106
Pub74901,Article,9,2013,0.4759
Pub23599,Article,2,2013,0.4219
Pub00541,Article,10,2012,0.543
Pub00884,Review,2,2003,0.4289
Pub20529,Article,11,2013,0.3524
Pub60414,Article,12,2015,1.1795
Pub08194,Article,20,2017,16.6092
Pub67775,Article,9,1999,0.2827
Pub25395,Article,4,2014,1.1651
Pub27103,Article,10,2011,0.3905
Pub05933,Article,5,2015,0.754
Pub45062,Article,2,1999,0.164
Pub30712,Article,2,2000,0.136
Pub76212,Article,1,1997,0.4432
Pub09032,Article,12,2015,1.0277
Pub13395,Article,7,2013,0.4591
Pub13712,Article,13,2016,1.7323
Pub88874,Article,8,2012,0.3057
Pub27043,Article,8,2012,0.199
Pub76289,Article,2,1997,0.2072
Pub82269,Article,7,2015,0.7427
Pub14434,Article,3,1999,0.3483
Pub33721,Article,3,2005,0.2845
Pub49837,Article,10,2016,5.3031
Pub85720,Article,8,2014,0.6889
Pub97912,Article,8,2016,1.7298
Pub15541,Article,4,2002,0.1653
Pub35769,Review,4,2016,0.9142
Pub68152,Article,4,2013,0.7659
Pub84382,Article,4,2000,0.2639
Pub72604,Article,2,1999,0.1256
Pub43040,Review,3,2013,0.1775
Pub98033,Editorial Material,2,2006,0.7957
Pub27823,Article,6,2015,1.0212
Pub16164,Review,2,2008,0.0765
Pub68162,Article,3,1999,0.2872
Pub15383,Article,8,2015,1.9659
Pub26122,Article,7,2007,0.4278
Pub20916,Article,5,2010,0.3561
Pub39375,Article,7,2007,0.1537
Pub63883,Article,6,2009,0.1725
Pub77946,Review,2,2010,0.1615
Pub16955,Article,14,2016,2.7297
Pub76420,Article,2,2015,1.4982
Pub46337,Article,8,2016,1.8801
Pub76398,Article,15,2014,0.5994
Pub98470,Article,8,2016,2.8996
Pub96503,Article,6,2014,0.749
Pub30292,Article,8,2004,0.4437
Pub97590,Article,12,2015,0.8176
Pub10724,Article,2,2002,0.1468
Pub46700,Article,3,2005,0.182
Pub24070,Article,5,2014,0.5296
Pub85824,Article,2,2014,0.6185
Pub01128,Article,4,2010,1.113
Pub91364,Review,3,1998,0.0622
Pub91324,Article,1,1996,0.2196
Pub34630,Editorial Material,2,2006,0.6592
Pub42098,Article,7,2015,1.45
Pub89723,Article,10,2001,0.1607
Pub97515,Article,12,2012,0.3651
Pub34571,Article,8,2016,1.3792
Pub98894,Article,9,2016,4.7988
Pub49018,Article,6,2008,0.6022
Pub80680,Editorial Material,3,2008,1.0032
Pub50519,Article,28,2015,7.1983
Pub55639,Article,8,2012,0.3918
Pub51535,Review,8,2015,0.9121
Pub47800,Article,2,1997,0.4726
Pub02019,Article,8,2016,1.2575
Pub09447,Article,6,2012,0.3956
Pub51868,Article,2,2001,0.2319
Pub22238,Article,2,2013,0.2692
Pub35741,Article,3,1999,0.1946
Pub69609,Article,5,2010,0.3971
Pub64214,Article,11,2015,0.7427
Pub18073,Article,4,2013,0.4805
Pub69054,Article,5,1995,0.2634
Pub74479,Article,20,2016,1.7748
Pub83710,Review,2,2016,0.9514
Pub96499,Article,5,2016,1.8254
Pub08703,Article,3,2010,0.6114
Pub25436,Article,7,2002,0.2296
Pub55077,Article,6,2016,3.757
Pub07229,Article,1,2004,0.2327
Pub55382,Article,6,2011,0.375
Pub12172,Article,4,2015,0.9174
Pub23078,Article,5,2006,0.2193
Pub33338,Review,12,2011,0.145
Pub93468,Article,12,2015,1.1578
Pub43414,Article,2,2000,0.2639
Pub63235,Article,17,2015,1.2046
Pub21542,Article,6,2014,0.4628
Pub00851,Article,9,2007,0.2113
Pub09212,Article,10,2011,1.3553
Pub30444,Article,2,2011,0.2972
Pub83593,Article,5,2012,0.2835
Pub56399,Proceedings Paper,2,2007,4.1282
Pub00592,Article,6,2012,0.2434
Pub08482,Article,5,2010,0.2725
Pub45287,Article,5,2012,0.5903
Pub73218,Article,10,2015,0.6032
Pub61031,Article,3,2016,1.6497
Pub80384,Letter,4,2014,0.3759
Pub01023,Article,4,2014,0.5085
Pub49286,Article,6,2009,0.2509
Pub47758,Article,3,2013,0.3895
Pub83181,Article,9,2010,0.3228
Pub46178,Article,9,2014,0.39
Pub01313,Article,8,2014,0.743
Pub83168,Article,15,2016,1.7848
Pub14709,Article,13,2016,2.2303
Pub06234,Article,10,2015,0.6553
Pub70962,Article,5,2006,0.3619
Pub34380,Article,20,2016,2.0776
Pub14547,Review,3,2014,0.2481
Pub30123,Article,10,2015,2.1412
Pub84392,Article,4,2014,0.5849
Pub72143,Review,3,2012,0.0953
Pub95223,Article,3,2005,0.1796
Pub61809,Article,6,2003,0.2047
Pub13993,Article,2,1999,0.1415
Pub22812,Article,9,2012,0.38
Pub84013,Article,3,2016,1.9065
Pub98228,Article,2,2014,0.7357
Pub21174,Article,1,2002,0.5759
Pub71927,Article,6,2014,1.1425
Pub51515,Article,6,2004,0.2327
Pub86682,Article,5,2016,2.3932
Pub46257,Article,5,2012,0.3898
Pub36705,Article,8,1999,0.1579
Pub80885,Article,3,2003,0.1116
Pub29377,Article,5,2009,0.3464
Pub21565,Review,2,2012,0.2502
Pub13581,Article,24,2017,3.8366
Pub57404,Letter,3,1997,0.1569
Pub57429,Article,3,2017,8.6986
Pub06441,Article,11,2015,0.7427
Pub69572,Article,4,2009,0.1965
Pub71206,Article,14,2016,1.1549
Pub12411,Editorial Material,5,2009,2.0334
Pub50371,Article,7,2016,1.5503
Pub32799,Article,13,2016,1.381
Pub79535,Article,5,2011,0.4176
Pub82657,Article,10,2016,6.6739
Pub58853,Article,4,2010,0.2864
Pub95123,Article,2,1998,0.1861
Pub15834,Article,6,2015,0.6553
Pub74990,Editorial Material,3,2011,1.2535
Pub78543,Article,11,2016,2.2666
Pub10332,Article,5,2010,0.3249
Pub65827,Article,24,2015,1.0048
Pub76325,Article,3,2016,3.4969
Pub15199,Article,3,2016,1.8977
Pub43003,Article,19,2014,0.7896
Pub82634,Review,4,2003,0.0571
Pub21355,Article,3,2000,0.1735
Pub02561,Review,2,2016,0.9228
Pub13498,Article,10,2012,0.4617
Pub89880,Article,5,2017,5.7246
Pub00452,Review,2,2016,0.8673
Pub04903,Review,4,2009,0.0847
Pub04638,Article,7,2017,5.7347
Pub00668,Article,5,2014,0.7409
Pub94094,Article,7,2016,4.9614
Pub78033,Article,3,2007,0.3662
Pub35213,Article,5,2001,0.1276
Pub61795,Article,2,2013,0.2895
Pub87691,Article,2,2013,0.434
Pub87434,Article,8,2015,0.6553
Pub69348,Review,5,2015,0.27
Pub38769,Proceedings Paper,2,1994,2.4479
Pub07897,Article,15,2015,0.83
Pub43502,Editorial Material,2,2010,0.8327
Pub85679,Article,7,2015,0.666
Pub97660,Article,2,1995,0.2428
Pub15089,Article,3,2007,0.4341
Pub22070,Article,8,2014,0.4708
Pub54293,Article,6,2010,0.2483
Pub83440,Article,3,2015,1.3435
Pub98224,Article,8,2011,0.3373
Pub47798,Article,14,2016,1.3028
Pub15485,Article,4,2011,0.1626
Pub58200,Article,8,2013,0.4837
Pub75411,Article,8,2003,0.124
Pub61571,Article,6,2014,1.2239
Pub30231,Article,4,2014,0.4289
Pub45746,Article,5,2000,0.1058
Pub85620,Article,9,2016,1.5748
Pub66067,Article,5,2002,0.3277
Pub76226,Review,6,2012,0.2267
Pub46536,Article,8,2015,0.9088
Pub59173,Article,6,2016,2.6774
Pub08013,Article,13,2015,0.4526
Pub06412,Article,4,1997,0.1837
Pub37128,Article,6,2009,0.2377
Pub39264,Article,9,2010,0.2527
Pub48621,Article,6,2012,0.213
Pub86363,Article,3,2001,0.118
Pub98169,Article,3,2001,0.1796
Pub91442,Article,15,2017,8.4117
Pub65207,Article,5,2014,0.742
Pub07637,Article,6,2015,1.7006
Pub94158,Article,7,1996,0.1876
Pub73272,Article,4,2004,0.2036
Pub03812,Article,6,2013,0.4485
Pub06893,Article,4,2012,0.1849
Pub61151,Article,4,2013,0.2527
Pub11217,Article,201,2015,0.5504
Pub64886,Article,2,2015,0.5774
Pub47334,Article,4,2014,0.4381
Pub07082,Article,6,2012,0.1547
Pub53277,Article,17,2016,3.1766
